dynamicColors	mergedColors
SRP9	midnightblue	black
SRPK1	brown	brown
SRPK2	turquoise	turquoise
SRPR	red	blue
SRPRB	red	blue
SRR	turquoise	turquoise
SRRD	yellow	green
SRRM1	yellow	green
SRRM2	purple	purple
SRRT	yellow	green
SRSF1	tan	brown
SRSF10	black	black
SRSF11	black	black
SRSF12	brown	brown
SRSF2	green	green
SRSF3	cyan	cyan
SRSF4	yellow	green
SRSF5	red	blue
SRSF6	cyan	cyan
SRSF7	green	green
SRSF8	red	blue
SRSF9	pink	pink
SRXN1	grey	grey
SS18	magenta	magenta
SS18L1	brown	brown
SS18L2	black	black
SSB	midnightblue	black
SSBP1	brown	brown
SSBP2	brown	brown
SSBP3	pink	pink
SSBP4	pink	pink
SSFA2	black	black
SSH1	green	green
SSH2	turquoise	turquoise
SSH3	turquoise	turquoise
SSNA1	pink	pink
SSPO	grey	grey
SSR1	brown	brown
SSR2	cyan	cyan
SSR3	brown	brown
SSR4	blue	blue
SSR4P1	blue	blue
SSRP1	pink	pink
SSSCA1	yellow	green
SSTR2	purple	purple
SSTR3	turquoise	turquoise
SSU72	turquoise	turquoise
SSX2IP	grey	grey
ST13	turquoise	turquoise
ST13P4	grey	grey
ST20	greenyellow	greenyellow
ST3GAL1	turquoise	turquoise
ST3GAL2	pink	pink
ST3GAL3	blue	blue
ST3GAL4	blue	blue
ST3GAL5	greenyellow	greenyellow
ST5	cyan	cyan
ST6GAL1	brown	brown
ST6GAL2	purple	purple
ST6GALNAC1	turquoise	turquoise
ST6GALNAC2	greenyellow	greenyellow
ST6GALNAC3	grey	grey
ST6GALNAC4	turquoise	turquoise
ST6GALNAC6	red	blue
ST7	yellow	green
ST7-AS2	grey	grey
ST7-OT4	green	green
ST7L	turquoise	turquoise
ST8SIA1	brown	brown
ST8SIA4	midnightblue	black
ST8SIA6	grey	grey
STAC2	purple	purple
STAC3	grey	grey
STAG1	magenta	magenta
STAG2	midnightblue	black
STAG3	green	green
STAG3L1	yellow	green
STAG3L2	salmon	purple
STAG3L3	blue	blue
STAG3L4	yellow	green
STAM	black	black
STAM2	brown	brown
STAMBP	brown	brown
STAMBPL1	brown	brown
STAP1	grey	grey
STAP2	turquoise	turquoise
STAR	grey	grey
STARD10	grey	grey
STARD3	red	blue
STARD3NL	yellow	green
STARD4	turquoise	turquoise
STARD5	cyan	cyan
STARD7	yellow	green
STARD9	salmon	purple
STAT1	brown	brown
STAT2	turquoise	turquoise
STAT3	yellow	green
STAT4	black	black
STAT5A	red	blue
STAT5B	turquoise	turquoise
STAT6	turquoise	turquoise
STAU1	yellow	green
STAU2	brown	brown
STEAP2	green	green
STIL	green	green
STIM1	blue	blue
STIM2	turquoise	turquoise
STIP1	red	blue
STK10	turquoise	turquoise
STK11	pink	pink
STK11IP	turquoise	turquoise
STK16	blue	blue
STK17A	greenyellow	greenyellow
STK17B	turquoise	turquoise
STK19	turquoise	turquoise
STK24	pink	pink
STK25	turquoise	turquoise
STK3	brown	brown
STK31	turquoise	turquoise
STK32C	turquoise	turquoise
STK33	blue	blue
STK35	pink	pink
STK36	blue	blue
STK38	brown	brown
STK38L	black	black
STK39	turquoise	turquoise
STK4	magenta	magenta
STK40	turquoise	turquoise
STMN1	brown	brown
STMN3	turquoise	turquoise
STOM	blue	blue
STOML1	turquoise	turquoise
STOML2	blue	blue
STON1	turquoise	turquoise
STON2	green	green
STOX1	grey	grey
STRA13	turquoise	turquoise
STRADA	salmon	purple
STRADB	brown	brown
STRAP	black	black
STRBP	brown	brown
STRC	grey	grey
STRN	brown	brown
STRN3	tan	brown
STRN4	yellow	green
STS	grey	grey
STT3A	red	blue
STT3B	turquoise	turquoise
STUB1	pink	pink
STX10	red	blue
STX11	yellow	green
STX12	black	black
STX16	turquoise	turquoise
STX16-NPEPL1	greenyellow	greenyellow
STX17	brown	brown
STX18	blue	blue
STX1A	yellow	green
STX1B	purple	purple
STX2	turquoise	turquoise
STX3	blue	blue
STX4	turquoise	turquoise
STX5	greenyellow	greenyellow
STX6	pink	pink
STX7	brown	brown
STX8	blue	blue
STXBP1	turquoise	turquoise
STXBP2	turquoise	turquoise
STXBP3	brown	brown
STXBP4	turquoise	turquoise
STXBP5	tan	brown
STYX	brown	brown
STYXL1	brown	brown
SUB1	midnightblue	black
SUCLA2	brown	brown
SUCLG1	blue	blue
SUCLG2	brown	brown
SUDS3	tan	brown
SUFU	turquoise	turquoise
SUGP1	blue	blue
SUGP2	salmon	purple
SUGT1	tan	brown
SUGT1P3	yellow	green
SULF2	magenta	magenta
SULT1A1	blue	blue
SULT1A2	grey	grey
SULT1B1	brown	brown
SULT1C2	grey	grey
SULT2A1	purple	purple
SULT2B1	turquoise	turquoise
SUMF1	turquoise	turquoise
SUMF2	blue	blue
SUMO1	midnightblue	black
SUMO1P3	magenta	magenta
SUMO2	midnightblue	black
SUMO3	yellow	green
SUMO4	turquoise	turquoise
SUN1	salmon	purple
SUN2	pink	pink
SUN3	grey	grey
SUOX	blue	blue
SUPT16H	yellow	green
SUPT3H	turquoise	turquoise
SUPT4H1	red	blue
SUPT5H	yellow	green
SUPT6H	yellow	green
SUPT7L	yellow	green
SUPV3L1	green	green
SURF1	pink	pink
SURF2	blue	blue
SURF4	yellow	green
SURF6	blue	blue
SUSD1	pink	pink
SUSD2	grey	grey
SUSD3	turquoise	turquoise
SUSD4	black	black
SUSD5	turquoise	turquoise
SUV39H1	yellow	green
SUV39H2	tan	brown
SUV420H1	turquoise	turquoise
SUV420H2	greenyellow	greenyellow
SUZ12	magenta	magenta
SV2A	yellow	green
SV2B	yellow	green
SVIL	purple	purple
SVIP	black	black
SVOP	blue	blue
SWAP70	purple	purple
SWI5	turquoise	turquoise
SWSAP1	blue	blue
SWT1	tan	brown
SYAP1	green	green
SYCE1	grey	grey
SYCE1L	blue	blue
SYCE2	green	green
SYCP2	tan	brown
SYCP3	grey	grey
SYDE2	grey	grey
SYF2	midnightblue	black
SYK	yellow	green
SYMPK	salmon	purple
SYNCRIP	midnightblue	black
SYNE1	salmon	purple
SYNE2	purple	purple
SYNGAP1	purple	purple
SYNGR1	turquoise	turquoise
SYNGR2	blue	blue
SYNGR3	grey	grey
SYNJ1	green	green
SYNJ2	yellow	green
SYNJ2BP	tan	brown
SYNM	grey	grey
SYNPO2	grey	grey
SYNPO2L	purple	purple
SYNRG	turquoise	turquoise
SYP	grey	grey
SYPL1	midnightblue	black
SYS1	green	green
SYT11	yellow	green
SYT15	turquoise	turquoise
SYT2	turquoise	turquoise
SYTL1	turquoise	turquoise
SYTL2	grey	grey
SYTL3	green	green
SYTL4	green	green
SYVN1	yellow	green
SZT2	blue	blue
TAB1	turquoise	turquoise
TAB2	blue	blue
TAB3	green	green
TAC4	grey	grey
TACC1	green	green
TACC3	red	blue
TACO1	yellow	green
TACR1	brown	brown
TACR2	grey	grey
TADA1	black	black
TADA2A	turquoise	turquoise
TADA2B	green	green
TADA3	turquoise	turquoise
TAF1	purple	purple
TAF10	pink	pink
TAF11	yellow	green
TAF12	turquoise	turquoise
TAF13	green	green
TAF15	purple	purple
TAF1A	magenta	magenta
TAF1B	tan	brown
TAF1C	salmon	purple
TAF1D	magenta	magenta
TAF1L	magenta	magenta
TAF2	magenta	magenta
TAF3	red	blue
TAF4	grey	grey
TAF4B	yellow	green
TAF5	black	black
TAF5L	green	green
TAF6	turquoise	turquoise
TAF6L	pink	pink
TAF7	tan	brown
TAF8	red	blue
TAF9	tan	brown
TAF9B	brown	brown
TAGAP	blue	blue
TAGLN	black	black
TAGLN2	turquoise	turquoise
TALDO1	turquoise	turquoise
TAMM41	turquoise	turquoise
TANC1	grey	grey
TANC2	grey	grey
TANK	midnightblue	black
TAOK1	brown	brown
TAOK2	salmon	purple
TAOK3	brown	brown
TAP1	red	blue
TAP2	red	blue
TAPBP	blue	blue
TAPBPL	turquoise	turquoise
TAPT1	turquoise	turquoise
TARBP1	magenta	magenta
TARBP2	turquoise	turquoise
TARDBP	purple	purple
TARS	yellow	green
TARS2	turquoise	turquoise
TARSL2	turquoise	turquoise
TAS2R14	turquoise	turquoise
TAS2R19	cyan	cyan
TAS2R20	turquoise	turquoise
TAS2R30	magenta	magenta
TAS2R31	cyan	cyan
TAS2R43	magenta	magenta
TAS2R46	cyan	cyan
TAS2R5	grey	grey
TAS2R60	green	green
TASP1	turquoise	turquoise
TAT	red	blue
TATDN1	brown	brown
TATDN2	red	blue
TATDN3	yellow	green
TAX1BP1	midnightblue	black
TAX1BP3	turquoise	turquoise
TAZ	blue	blue
TBC1D1	blue	blue
TBC1D10A	yellow	green
TBC1D10B	grey	grey
TBC1D10C	turquoise	turquoise
TBC1D12	blue	blue
TBC1D13	red	blue
TBC1D14	turquoise	turquoise
TBC1D15	black	black
TBC1D16	blue	blue
TBC1D17	turquoise	turquoise
TBC1D19	brown	brown
TBC1D2	blue	blue
TBC1D20	red	blue
TBC1D22A	turquoise	turquoise
TBC1D22B	yellow	green
TBC1D23	black	black
TBC1D24	turquoise	turquoise
TBC1D25	yellow	green
TBC1D2B	salmon	purple
TBC1D3P1-DHX40P1	green	green
TBC1D4	brown	brown
TBC1D5	turquoise	turquoise
TBC1D7	blue	blue
TBC1D8	yellow	green
TBC1D8B	tan	brown
TBC1D9B	turquoise	turquoise
TBCA	brown	brown
TBCB	turquoise	turquoise
TBCC	red	blue
TBCCD1	blue	blue
TBCD	turquoise	turquoise
TBCE	turquoise	turquoise
TBCEL	green	green
TBCK	brown	brown
TBK1	tan	brown
TBKBP1	grey	grey
TBL1X	yellow	green
TBL1XR1	tan	brown
TBL2	grey	grey
TBL3	turquoise	turquoise
TBP	yellow	green
TBPL1	midnightblue	black
TBRG1	yellow	green
TBRG4	blue	blue
TBX19	turquoise	turquoise
TBX21	pink	pink
TBXA2R	blue	blue
TBXAS1	turquoise	turquoise
TC2N	brown	brown
TCAM1P	purple	purple
TCAP	brown	brown
TCEA1	tan	brown
TCEA2	pink	pink
TCEA3	turquoise	turquoise
TCEAL1	green	green
TCEAL2	grey	grey
TCEAL3	purple	purple
TCEAL4	turquoise	turquoise
TCEAL8	brown	brown
TCEANC	turquoise	turquoise
TCEANC2	brown	brown
TCEB1	black	black
TCEB2	red	blue
TCEB3	yellow	green
TCERG1	green	green
TCF12	turquoise	turquoise
TCF19	turquoise	turquoise
TCF20	yellow	green
TCF25	salmon	purple
TCF3	turquoise	turquoise
TCF4	grey	grey
TCF7	turquoise	turquoise
TCF7L1	magenta	magenta
TCF7L2	turquoise	turquoise
TCFL5	grey	grey
TCHP	turquoise	turquoise
TCIRG1	blue	blue
TCL6	grey	grey
TCN2	grey	grey
TCOF1	salmon	purple
TCP1	black	black
TCP10L	grey	grey
TCP11L1	yellow	green
TCP11L2	green	green
TCTA	blue	blue
TCTE3	cyan	cyan
TCTEX1D2	brown	brown
TCTEX1D4	greenyellow	greenyellow
TCTN1	grey	grey
TCTN2	turquoise	turquoise
TCTN3	blue	blue
TDG	green	green
TDGF1P3	cyan	cyan
TDP1	red	blue
TDP2	midnightblue	black
TDRD3	brown	brown
TDRD7	pink	pink
TDRD9	grey	grey
TDRKH	turquoise	turquoise
TEAD1	yellow	green
TEAD2	green	green
TEAD3	grey	grey
TEC	grey	grey
TECPR1	turquoise	turquoise
TECPR2	turquoise	turquoise
TECR	red	blue
TECRL	magenta	magenta
TEDDM1	grey	grey
TEF	pink	pink
TEFM	tan	brown
TEKT4P2	greenyellow	greenyellow
TELO2	turquoise	turquoise
TEP1	blue	blue
TEPP	grey	grey
TERC	grey	grey
TERF1	midnightblue	black
TERF2	grey	grey
TERF2IP	yellow	green
TES	brown	brown
TESC	blue	blue
TESK1	turquoise	turquoise
TESK2	salmon	purple
TET1	brown	brown
TET2	green	green
TET3	yellow	green
TEX10	blue	blue
TEX101	purple	purple
TEX11	magenta	magenta
TEX12	grey	grey
TEX14	grey	grey
TEX2	turquoise	turquoise
TEX22	blue	blue
TEX261	turquoise	turquoise
TEX264	blue	blue
TEX29	grey	grey
TEX30	black	black
TFAM	black	black
TFAP2E	blue	blue
TFAP4	turquoise	turquoise
TFB1M	brown	brown
TFB2M	black	black
TFCP2	brown	brown
TFDP1	pink	pink
TFDP2	green	green
TFE3	yellow	green
TFEB	grey	grey
TFG	yellow	green
TFIP11	yellow	green
TFPT	red	blue
TFR2	blue	blue
TFRC	magenta	magenta
TG	yellow	green
TGDS	tan	brown
TGFA	grey	grey
TGFB1	greenyellow	greenyellow
TGFB1I1	grey	grey
TGFB3	cyan	cyan
TGFBI	blue	blue
TGFBR1	yellow	green
TGFBR2	pink	pink
TGFBR3	green	green
TGFBRAP1	grey	grey
TGIF1	yellow	green
TGIF2	pink	pink
TGM1	grey	grey
TGM4	black	black
TGOLN2	red	blue
TGS1	green	green
THADA	turquoise	turquoise
THAP1	red	blue
THAP11	blue	blue
THAP2	turquoise	turquoise
THAP3	yellow	green
THAP4	blue	blue
THAP5	turquoise	turquoise
THAP6	tan	brown
THAP7	yellow	green
THAP7-AS1	turquoise	turquoise
THAP8	turquoise	turquoise
THAP9	green	green
THBS1	greenyellow	greenyellow
THBS3	blue	blue
THBS4	turquoise	turquoise
THEM4	brown	brown
THEM5	turquoise	turquoise
THEMIS	brown	brown
THG1L	turquoise	turquoise
THNSL1	brown	brown
THNSL2	grey	grey
THOC1	green	green
THOC2	tan	brown
THOC3	blue	blue
THOC5	red	blue
THOC6	turquoise	turquoise
THOC7	brown	brown
THOP1	pink	pink
THRA	pink	pink
THRAP3	yellow	green
THRB	green	green
THSD1	green	green
THTPA	turquoise	turquoise
THUMPD1	midnightblue	black
THUMPD2	green	green
THUMPD3	green	green
THYN1	blue	blue
TIA1	brown	brown
TIAF1	brown	brown
TIAL1	purple	purple
TIAM1	brown	brown
TIAM2	turquoise	turquoise
TICAM1	greenyellow	greenyellow
TICAM2	magenta	magenta
TIFA	red	blue
TIGD1	red	blue
TIGD2	grey	grey
TIGD4	grey	grey
TIGD5	brown	brown
TIGD6	grey	grey
TIGD7	grey	grey
TIGIT	brown	brown
TIMD4	grey	grey
TIMELESS	turquoise	turquoise
TIMM10	blue	blue
TIMM13	turquoise	turquoise
TIMM17A	green	green
TIMM17B	blue	blue
TIMM21	yellow	green
TIMM22	yellow	green
TIMM23	green	green
TIMM44	yellow	green
TIMM50	red	blue
TIMM8A	cyan	cyan
TIMM8B	red	blue
TIMM9	blue	blue
TIMMDC1	brown	brown
TIMP1	blue	blue
TIMP2	turquoise	turquoise
TINF2	turquoise	turquoise
TIPARP	greenyellow	greenyellow
TIPARP-AS1	grey	grey
TIPIN	pink	pink
TIPRL	midnightblue	black
TIRAP	blue	blue
TJAP1	turquoise	turquoise
TJP2	pink	pink
TJP3	turquoise	turquoise
TK1	blue	blue
TK2	turquoise	turquoise
TKT	blue	blue
TKTL1	brown	brown
TLCD1	greenyellow	greenyellow
TLCD2	purple	purple
TLE1	grey	grey
TLE2	pink	pink
TLE3	green	green
TLE4	green	green
TLK1	tan	brown
TLK2	green	green
TLL2	grey	grey
TLN1	turquoise	turquoise
TLN2	grey	grey
TLR1	greenyellow	greenyellow
TLR10	salmon	purple
TLR2	grey	grey
TLR3	turquoise	turquoise
TLR4	grey	grey
TLR5	brown	brown
TLR6	grey	grey
TLR7	yellow	green
TLR8-AS1	grey	grey
TLR9	grey	grey
TLX2	grey	grey
TM2D1	turquoise	turquoise
TM2D2	black	black
TM2D3	green	green
TM6SF1	blue	blue
TM7SF2	turquoise	turquoise
TM7SF3	turquoise	turquoise
TM9SF1	turquoise	turquoise
TM9SF2	tan	brown
TM9SF3	magenta	magenta
TM9SF4	blue	blue
TMBIM1	red	blue
TMBIM4	brown	brown
TMBIM6	turquoise	turquoise
TMC3	turquoise	turquoise
TMC4	grey	grey
TMC5	purple	purple
TMC6	turquoise	turquoise
TMC7	yellow	green
TMC8	blue	blue
TMCC1	brown	brown
TMCC2	blue	blue
TMCC3	grey	grey
TMCO1	brown	brown
TMCO3	red	blue
TMCO4	turquoise	turquoise
TMCO6	turquoise	turquoise
TMED1	blue	blue
TMED10	brown	brown
TMED10P1	grey	grey
TMED11P	cyan	cyan
TMED2	black	black
TMED3	blue	blue
TMED4	yellow	green
TMED5	black	black
TMED6	green	green
TMED7	turquoise	turquoise
TMED8	red	blue
TMED9	red	blue
TMEM101	turquoise	turquoise
TMEM102	pink	pink
TMEM104	turquoise	turquoise
TMEM105	green	green
TMEM106A	blue	blue
TMEM106B	tan	brown
TMEM106C	turquoise	turquoise
TMEM107	brown	brown
TMEM109	turquoise	turquoise
TMEM11	yellow	green
TMEM110	pink	pink
TMEM115	red	blue
TMEM116	brown	brown
TMEM117	midnightblue	black
TMEM119	pink	pink
TMEM120A	turquoise	turquoise
TMEM120B	yellow	green
TMEM121	turquoise	turquoise
TMEM123	brown	brown
TMEM126A	brown	brown
TMEM126B	brown	brown
TMEM127	pink	pink
TMEM128	brown	brown
TMEM129	pink	pink
TMEM130	yellow	green
TMEM131	red	blue
TMEM134	turquoise	turquoise
TMEM135	brown	brown
TMEM136	grey	grey
TMEM138	red	blue
TMEM139	turquoise	turquoise
TMEM140	red	blue
TMEM141	turquoise	turquoise
TMEM143	salmon	purple
TMEM147	blue	blue
TMEM14A	brown	brown
TMEM14B	turquoise	turquoise
TMEM14C	brown	brown
TMEM14E	green	green
TMEM150A	turquoise	turquoise
TMEM150C	brown	brown
TMEM154	brown	brown
TMEM155	turquoise	turquoise
TMEM156	grey	grey
TMEM159	red	blue
TMEM160	blue	blue
TMEM161A	turquoise	turquoise
TMEM161B	cyan	cyan
TMEM163	turquoise	turquoise
TMEM164	turquoise	turquoise
TMEM165	turquoise	turquoise
TMEM167A	midnightblue	black
TMEM167B	black	black
TMEM168	tan	brown
TMEM169	turquoise	turquoise
TMEM17	purple	purple
TMEM170A	green	green
TMEM170B	turquoise	turquoise
TMEM171	brown	brown
TMEM173	red	blue
TMEM175	salmon	purple
TMEM176B	cyan	cyan
TMEM177	blue	blue
TMEM179B	turquoise	turquoise
TMEM18	turquoise	turquoise
TMEM180	turquoise	turquoise
TMEM181	purple	purple
TMEM182	greenyellow	greenyellow
TMEM183A	midnightblue	black
TMEM184A	grey	grey
TMEM184B	yellow	green
TMEM184C	greenyellow	greenyellow
TMEM185A	blue	blue
TMEM185B	pink	pink
TMEM186	red	blue
TMEM187	turquoise	turquoise
TMEM189	yellow	green
TMEM19	brown	brown
TMEM191A	turquoise	turquoise
TMEM191B	grey	grey
TMEM191C	grey	grey
TMEM192	brown	brown
TMEM194A	turquoise	turquoise
TMEM194B	turquoise	turquoise
TMEM198B	blue	blue
TMEM199	green	green
TMEM2	greenyellow	greenyellow
TMEM200A	brown	brown
TMEM201	yellow	green
TMEM203	pink	pink
TMEM204	turquoise	turquoise
TMEM205	blue	blue
TMEM206	blue	blue
TMEM208	turquoise	turquoise
TMEM209	turquoise	turquoise
TMEM212	magenta	magenta
TMEM213	yellow	green
TMEM214	turquoise	turquoise
TMEM216	turquoise	turquoise
TMEM217	turquoise	turquoise
TMEM218	brown	brown
TMEM219	red	blue
TMEM220	greenyellow	greenyellow
TMEM221	turquoise	turquoise
TMEM222	red	blue
TMEM223	blue	blue
TMEM229B	turquoise	turquoise
TMEM231	grey	grey
TMEM232	grey	grey
TMEM234	blue	blue
TMEM237	blue	blue
TMEM238	grey	grey
TMEM241	blue	blue
TMEM242	yellow	green
TMEM244	grey	grey
TMEM25	turquoise	turquoise
TMEM30A	tan	brown
TMEM30B	purple	purple
TMEM33	magenta	magenta
TMEM38A	blue	blue
TMEM38B	grey	grey
TMEM39A	green	green
TMEM39B	turquoise	turquoise
TMEM41A	yellow	green
TMEM41B	purple	purple
TMEM42	turquoise	turquoise
TMEM43	brown	brown
TMEM44	grey	grey
TMEM45B	grey	grey
TMEM5	brown	brown
TMEM50A	blue	blue
TMEM50B	brown	brown
TMEM53	turquoise	turquoise
TMEM55A	brown	brown
TMEM55B	pink	pink
TMEM56	purple	purple
TMEM56-RWDD3	grey	grey
TMEM57	green	green
TMEM59	midnightblue	black
TMEM60	midnightblue	black
TMEM62	green	green
TMEM63A	turquoise	turquoise
TMEM63B	blue	blue
TMEM64	grey	grey
TMEM65	green	green
TMEM67	brown	brown
TMEM68	black	black
TMEM69	brown	brown
TMEM70	green	green
TMEM71	brown	brown
TMEM79	turquoise	turquoise
TMEM80	turquoise	turquoise
TMEM81	grey	grey
TMEM86A	green	green
TMEM86B	grey	grey
TMEM87A	black	black
TMEM87B	brown	brown
TMEM88	grey	grey
TMEM8A	red	blue
TMEM8B	purple	purple
TMEM9	blue	blue
TMEM91	blue	blue
TMEM97	cyan	cyan
TMEM99	turquoise	turquoise
TMEM9B	yellow	green
TMF1	black	black
TMIE	turquoise	turquoise
TMIGD2	turquoise	turquoise
TMLHE	brown	brown
TMOD1	grey	grey
TMOD2	brown	brown
TMOD3	turquoise	turquoise
TMOD4	turquoise	turquoise
TMPO	tan	brown
TMPPE	blue	blue
TMPRSS11B	grey	grey
TMPRSS13	blue	blue
TMPRSS3	turquoise	turquoise
TMPRSS5	grey	grey
TMPRSS6	grey	grey
TMPRSS7	turquoise	turquoise
TMSB10	blue	blue
TMSB15B	grey	grey
TMSB4X	turquoise	turquoise
TMSB4Y	grey	grey
TMTC1	purple	purple
TMTC2	brown	brown
TMTC3	magenta	magenta
TMTC4	turquoise	turquoise
TMUB1	red	blue
TMUB2	red	blue
TMX1	brown	brown
TMX2	turquoise	turquoise
TMX3	tan	brown
TMX4	turquoise	turquoise
TNF	brown	brown
TNFAIP1	yellow	green
TNFAIP2	green	green
TNFAIP3	greenyellow	greenyellow
TNFAIP8	midnightblue	black
TNFAIP8L1	blue	blue
TNFAIP8L2	turquoise	turquoise
TNFAIP8L3	green	green
TNFRSF10A	red	blue
TNFRSF10B	yellow	green
TNFRSF10D	grey	grey
TNFRSF11A	blue	blue
TNFRSF12A	black	black
TNFRSF13C	pink	pink
TNFRSF14	blue	blue
TNFRSF18	blue	blue
TNFRSF19	grey	grey
TNFRSF1A	red	blue
TNFRSF1B	blue	blue
TNFRSF25	salmon	purple
TNFRSF4	turquoise	turquoise
TNFRSF9	red	blue
TNFSF10	brown	brown
TNFSF11	grey	grey
TNFSF12	pink	pink
TNFSF13B	brown	brown
TNFSF14	pink	pink
TNFSF15	grey	grey
TNFSF4	turquoise	turquoise
TNFSF8	turquoise	turquoise
TNFSF9	greenyellow	greenyellow
TNIK	pink	pink
TNIP1	greenyellow	greenyellow
TNIP2	red	blue
TNIP3	turquoise	turquoise
TNK1	turquoise	turquoise
TNK2	salmon	purple
TNKS	green	green
TNKS1BP1	pink	pink
TNKS2	greenyellow	greenyellow
TNNC1	grey	grey
TNNC2	grey	grey
TNNI1	salmon	purple
TNNT3	turquoise	turquoise
TNPO1	magenta	magenta
TNPO2	salmon	purple
TNPO3	blue	blue
TNRC18	green	green
TNRC6A	green	green
TNRC6B	turquoise	turquoise
TNRC6C	turquoise	turquoise
TNS4	green	green
TNXB	blue	blue
TOB1	greenyellow	greenyellow
TOB2	grey	grey
TOE1	yellow	green
TOLLIP	turquoise	turquoise
TOM1	yellow	green
TOM1L1	grey	grey
TOM1L2	turquoise	turquoise
TOMM20	black	black
TOMM20L	grey	grey
TOMM22	red	blue
TOMM34	yellow	green
TOMM40	pink	pink
TOMM40L	turquoise	turquoise
TOMM5	midnightblue	black
TOMM6	turquoise	turquoise
TOMM7	cyan	cyan
TOMM70A	pink	pink
TONSL	turquoise	turquoise
TOP1	green	green
TOP1MT	blue	blue
TOP2A	green	green
TOP2B	cyan	cyan
TOP3A	red	blue
TOP3B	red	blue
TOPBP1	magenta	magenta
TOPORS	black	black
TOR1A	red	blue
TOR1AIP1	black	black
TOR1AIP2	green	green
TOR1B	turquoise	turquoise
TOR2A	turquoise	turquoise
TOR3A	red	blue
TOX	turquoise	turquoise
TOX2	pink	pink
TOX4	red	blue
TP53	turquoise	turquoise
TP53BP1	yellow	green
TP53BP2	yellow	green
TP53I11	turquoise	turquoise
TP53I13	turquoise	turquoise
TP53I3	grey	grey
TP53INP1	black	black
TP53INP2	greenyellow	greenyellow
TP53RK	blue	blue
TP53TG1	blue	blue
TP53TG5	grey	grey
TP63	cyan	cyan
TP73	greenyellow	greenyellow
TP73-AS1	turquoise	turquoise
TPBG	black	black
TPCN1	salmon	purple
TPCN2	turquoise	turquoise
TPD52	brown	brown
TPD52L1	purple	purple
TPD52L2	blue	blue
TPGS1	pink	pink
TPGS2	turquoise	turquoise
TPH1	grey	grey
TPI1	turquoise	turquoise
TPI1P2	grey	grey
TPK1	turquoise	turquoise
TPM1	turquoise	turquoise
TPM2	grey	grey
TPM3	yellow	green
TPM4	yellow	green
TPMT	turquoise	turquoise
TPO	grey	grey
TPP1	turquoise	turquoise
TPP2	magenta	magenta
TPPP	greenyellow	greenyellow
TPR	brown	brown
TPRA1	blue	blue
TPRG1	brown	brown
TPRG1L	greenyellow	greenyellow
TPRKB	midnightblue	black
TPRN	grey	grey
TPST1	grey	grey
TPST2	brown	brown
TPT1	blue	blue
TPT1-AS1	blue	blue
TPTE2P1	purple	purple
TPTEP1	green	green
TPX2	black	black
TRA2A	black	black
TRA2B	green	green
TRABD	blue	blue
TRADD	turquoise	turquoise
TRAF1	yellow	green
TRAF2	blue	blue
TRAF3	red	blue
TRAF3IP1	brown	brown
TRAF3IP2	yellow	green
TRAF3IP2-AS1	blue	blue
TRAF3IP3	turquoise	turquoise
TRAF4	greenyellow	greenyellow
TRAF5	turquoise	turquoise
TRAF6	black	black
TRAF7	turquoise	turquoise
TRAFD1	red	blue
TRAIP	yellow	green
TRAK1	grey	grey
TRAK2	blue	blue
TRAM1	midnightblue	black
TRAM2	blue	blue
TRANK1	turquoise	turquoise
TRAP1	turquoise	turquoise
TRAPPC1	turquoise	turquoise
TRAPPC10	green	green
TRAPPC11	turquoise	turquoise
TRAPPC12	turquoise	turquoise
TRAPPC2	turquoise	turquoise
TRAPPC2L	red	blue
TRAPPC3	blue	blue
TRAPPC4	yellow	green
TRAPPC5	blue	blue
TRAPPC6A	blue	blue
TRAPPC6B	brown	brown
TRAPPC8	brown	brown
TRAPPC9	turquoise	turquoise
TRAT1	blue	blue
TRDMT1	brown	brown
TREM1	green	green
TREML2	turquoise	turquoise
TRERF1	turquoise	turquoise
TREX1	red	blue
TREX2	grey	grey
TRIAP1	black	black
TRIB1	red	blue
TRIB2	turquoise	turquoise
TRIB3	turquoise	turquoise
TRIM11	yellow	green
TRIM13	black	black
TRIM14	brown	brown
TRIM16	turquoise	turquoise
TRIM16L	turquoise	turquoise
TRIM17	grey	grey
TRIM2	brown	brown
TRIM21	red	blue
TRIM22	turquoise	turquoise
TRIM23	black	black
TRIM24	greenyellow	greenyellow
TRIM25	blue	blue
TRIM26	yellow	green
TRIM27	turquoise	turquoise
TRIM28	pink	pink
TRIM3	pink	pink
TRIM32	turquoise	turquoise
TRIM33	magenta	magenta
TRIM35	turquoise	turquoise
TRIM37	magenta	magenta
TRIM38	red	blue
TRIM39	green	green
TRIM4	blue	blue
TRIM41	blue	blue
TRIM44	pink	pink
TRIM45	grey	grey
TRIM46	turquoise	turquoise
TRIM47	blue	blue
TRIM5	brown	brown
TRIM52	brown	brown
TRIM56	turquoise	turquoise
TRIM58	green	green
TRIM59	midnightblue	black
TRIM61	purple	purple
TRIM62	pink	pink
TRIM65	turquoise	turquoise
TRIM66	turquoise	turquoise
TRIM68	blue	blue
TRIM69	turquoise	turquoise
TRIM7	purple	purple
TRIM72	purple	purple
TRIM8	yellow	green
TRIO	green	green
TRIOBP	turquoise	turquoise
TRIP10	grey	grey
TRIP11	tan	brown
TRIP12	purple	purple
TRIP13	green	green
TRIP4	turquoise	turquoise
TRIP6	turquoise	turquoise
